filename,label
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2474.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2475.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2476.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2477.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2478.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2479.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2480.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2481.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2482.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2483.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2484.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2485.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2486.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2487.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2488.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2489.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2490.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2491.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2492.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2493.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2494.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2495.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2496.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2497.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2498.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2499.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2500.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2501.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2502.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2503.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2504.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2505.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2506.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2507.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2508.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2509.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2510.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2511.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2512.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2513.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2514.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2515.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2516.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2517.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2518.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2519.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2520.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2521.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2522.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2523.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2524.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2525.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2526.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2527.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2528.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2529.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2530.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2531.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2532.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2533.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2534.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2535.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2536.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2537.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2538.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2539.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2540.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2541.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2542.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2543.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2544.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2545.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2546.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2547.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2548.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2549.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2550.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2551.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2552.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2553.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2554.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2555.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2556.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2557.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2558.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2559.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2560.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2561.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2562.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2563.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2564.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2565.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2566.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2567.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2568.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2569.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2570.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2571.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2572.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2573.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2574.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2575.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2576.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2577.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2578.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2579.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2580.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2581.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2582.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2583.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2584.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2585.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2586.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2587.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2588.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2589.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2590.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2591.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2592.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2593.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2594.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2595.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2596.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2597.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2598.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2599.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2600.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2601.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2602.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2603.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2604.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2605.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2606.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2607.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2608.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2609.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2610.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2611.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2612.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2613.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2614.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2615.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2616.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2617.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2618.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2619.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2620.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2621.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2622.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2623.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2624.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2625.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2626.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2627.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2628.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2629.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2630.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2631.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2632.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2633.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2634.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2635.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2636.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2637.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2638.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2639.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2640.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2641.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2642.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2643.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2644.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2645.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2646.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2647.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2648.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2649.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2650.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2651.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2652.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2653.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2654.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2655.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2656.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2657.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2658.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2659.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2660.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2661.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2662.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2663.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2664.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2665.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2666.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2667.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2668.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2669.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2670.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2671.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2672.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2673.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2674.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2675.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2676.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2677.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2678.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2679.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2680.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2681.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2682.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2683.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2684.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2685.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2686.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2687.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2688.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2689.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2690.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2691.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2692.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2693.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2694.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2695.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2696.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2697.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2698.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2699.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2700.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2701.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2702.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2703.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2704.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2705.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2706.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2707.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2708.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2709.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2710.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2711.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2712.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2713.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2714.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2715.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2716.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2717.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2718.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2719.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2720.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2721.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2722.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2723.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2724.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2725.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2726.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2727.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2728.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2729.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2730.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2731.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2732.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2733.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2734.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2735.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2736.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2737.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2738.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2739.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2740.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2741.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2742.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2743.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2744.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2745.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2746.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2747.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2748.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2749.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2750.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2751.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2752.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2753.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2754.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2755.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2756.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2757.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2758.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2759.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2760.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2761.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2762.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2763.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2764.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2765.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2766.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2767.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2768.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2769.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2770.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2771.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2772.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2773.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2774.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2775.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2776.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2777.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2778.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2779.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2780.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2781.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2782.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2783.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2784.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2785.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2786.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2787.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2788.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2789.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2790.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2791.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2792.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2793.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2794.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2795.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2796.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2797.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2798.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2799.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2800.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2801.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2802.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2803.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2804.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2805.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2806.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2807.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2808.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2809.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2810.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2811.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2812.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2813.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_2814.jpg,cycling
